Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change","10","Australia","6078","Standard Deviation","7004","April","2017","2017","°C","0.565","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7004","April","2018","2018","°C","0.565","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7004","April","2019","2019","°C","0.565","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7004","April","2020","2020","°C","0.565","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7004","April","2021","2021","°C","0.565","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","1990","1990","°C","1.239","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","1991","1991","°C","0.774","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","1992","1992","°C","0.813","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","1993","1993","°C","1.094","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","1994","1994","°C","0.663","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","1995","1995","°C","0.169","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","1996","1996","°C","0.736","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","1997","1997","°C","0.429","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","1998","1998","°C","1.625","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","1999","1999","°C","1.348","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","2000","2000","°C","-0.65","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","2001","2001","°C","-0.051","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","2002","2002","°C","1.681","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","2003","2003","°C","1.362","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","2004","2004","°C","0.411","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","2005","2005","°C","1.572","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","2006","2006","°C","-0.54","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","2007","2007","°C","2.174","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","2008","2008","°C","0.697","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","2009","2009","°C","0.397","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","2010","2010","°C","0.863","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","2011","2011","°C","-0.924","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","2012","2012","°C","-0.083","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","2013","2013","°C","1.46","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","2014","2014","°C","2.035","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","2015","2015","°C","0.305","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","2016","2016","°C","2.313","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","2017","2017","°C","1.043","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","2018","2018","°C","0.642","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","2019","2019","°C","0.91","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","2020","2020","°C","-0.248","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7005","May","2021","2021","°C","0.811","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","1990","1990","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","1991","1991","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","1992","1992","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","1993","1993","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","1994","1994","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","1995","1995","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","1996","1996","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","1997","1997","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","1998","1998","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","1999","1999","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","2000","2000","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","2001","2001","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","2002","2002","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","2003","2003","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","2004","2004","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","2005","2005","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","2006","2006","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","2007","2007","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","2008","2008","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","2009","2009","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","2010","2010","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","2011","2011","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","2012","2012","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","2013","2013","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","2014","2014","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","2015","2015","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","2016","2016","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","2017","2017","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","2018","2018","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","2019","2019","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","2020","2020","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7005","May","2021","2021","°C","0.844","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","1990","1990","°C","-0.35","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","1991","1991","°C","1.774","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","1992","1992","°C","0.225","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","1993","1993","°C","0.012","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","1994","1994","°C","0.053","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","1995","1995","°C","0.398","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","1996","1996","°C","2.13","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","1997","1997","°C","0.044","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","1998","1998","°C","0.661","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","1999","1999","°C","0.507","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","2000","2000","°C","-0.668","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","2001","2001","°C","0.876","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","2002","2002","°C","0.397","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","2003","2003","°C","0.843","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","2004","2004","°C","0.706","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","2005","2005","°C","1.054","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","2006","2006","°C","-0.842","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","2007","2007","°C","-1.283","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","2008","2008","°C","1.133","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","2009","2009","°C","0.716","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","2010","2010","°C","0.362","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","2011","2011","°C","-0.552","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","2012","2012","°C","-0.499","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","2013","2013","°C","0.849","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","2014","2014","°C","0.571","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","2015","2015","°C","1.325","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","2016","2016","°C","1.287","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","2017","2017","°C","0.5","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","2018","2018","°C","0.303","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","2019","2019","°C","0.231","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","2020","2020","°C","0.989","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7006","June","2021","2021","°C","0.343","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","1990","1990","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","1991","1991","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","1992","1992","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","1993","1993","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","1994","1994","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","1995","1995","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","1996","1996","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","1997","1997","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","1998","1998","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","1999","1999","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","2000","2000","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","2001","2001","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","2002","2002","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","2003","2003","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","2004","2004","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","2005","2005","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","2006","2006","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","2007","2007","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","2008","2008","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","2009","2009","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","2010","2010","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","2011","2011","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","2012","2012","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","2013","2013","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","2014","2014","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","2015","2015","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","2016","2016","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","2017","2017","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","2018","2018","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","2019","2019","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","2020","2020","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7006","June","2021","2021","°C","0.702","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","1990","1990","°C","0.753","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","1991","1991","°C","0.587","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","1992","1992","°C","0.699","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","1993","1993","°C","1.207","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","1994","1994","°C","0.392","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","1995","1995","°C","0.526","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","1996","1996","°C","1.006","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","1997","1997","°C","-0.339","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","1998","1998","°C","0.65","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","1999","1999","°C","0.805","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","2000","2000","°C","0.782","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","2001","2001","°C","0.648","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","2002","2002","°C","0.556","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","2003","2003","°C","1.004","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","2004","2004","°C","0.485","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","2005","2005","°C","1.277","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","2006","2006","°C","0.198","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","2007","2007","°C","0.404","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","2008","2008","°C","0.444","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","2009","2009","°C","0.92","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","2010","2010","°C","1.158","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","2011","2011","°C","0.719","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","2012","2012","°C","-0.151","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","2013","2013","°C","1.617","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","2014","2014","°C","0.488","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","2015","2015","°C","0.586","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","2016","2016","°C","1.168","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","2017","2017","°C","1.766","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","2018","2018","°C","1.223","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","2019","2019","°C","1.454","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","2020","2020","°C","0.963","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7007","July","2021","2021","°C","1.601","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","1990","1990","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","1991","1991","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","1992","1992","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","1993","1993","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","1994","1994","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","1995","1995","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","1996","1996","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","1997","1997","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","1998","1998","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","1999","1999","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","2000","2000","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","2001","2001","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","2002","2002","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","2003","2003","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","2004","2004","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","2005","2005","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","2006","2006","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","2007","2007","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","2008","2008","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","2009","2009","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","2010","2010","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","2011","2011","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","2012","2012","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","2013","2013","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","2014","2014","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","2015","2015","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","2016","2016","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","2017","2017","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","2018","2018","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","2019","2019","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","2020","2020","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7007","July","2021","2021","°C","0.711","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","1990","1990","°C","-0.158","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","1991","1991","°C","0.457","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","1992","1992","°C","0.391","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","1993","1993","°C","0.896","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","1994","1994","°C","-0.187","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","1995","1995","°C","1.281","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","1996","1996","°C","0.921","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","1997","1997","°C","0.184","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","1998","1998","°C","1.733","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","1999","1999","°C","1.084","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","2000","2000","°C","0.332","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","2001","2001","°C","0.294","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","2002","2002","°C","0.433","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","2003","2003","°C","0.781","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","2004","2004","°C","0.146","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","2005","2005","°C","0.64","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","2006","2006","°C","1.234","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","2007","2007","°C","1.202","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","2008","2008","°C","-0.537","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","2009","2009","°C","2.595","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","2010","2010","°C","0.255","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","2011","2011","°C","1.219","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","2012","2012","°C","0.48","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","2013","2013","°C","1.776","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","2014","2014","°C","0.446","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","2015","2015","°C","0.874","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","2016","2016","°C","0.723","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","2017","2017","°C","1.208","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","2018","2018","°C","0.191","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","2019","2019","°C","0.381","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","2020","2020","°C","1.363","Fc","Calculated data"
"ET","Temperature change","10","Australia","7271","Temperature change","7008","August","2021","2021","°C","1.456","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","1990","1990","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","1991","1991","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","1992","1992","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","1993","1993","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","1994","1994","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","1995","1995","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","1996","1996","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","1997","1997","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","1998","1998","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","1999","1999","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","2000","2000","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","2001","2001","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","2002","2002","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","2003","2003","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","2004","2004","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","2005","2005","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","2006","2006","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","2007","2007","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","2008","2008","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","2009","2009","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","2010","2010","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","2011","2011","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","2012","2012","°C","0.717","Fc","Calculated data"
"ET","Temperature change","10","Australia","6078","Standard Deviation","7008","August","2013","2013","°C","0.717","Fc","Calculated data"
